ID,Tittel,Pris,Billettstatus,Dato,Order,Klokkeslett,URL,BildeURL,Kategorier,Google Product Category,Dynamisk retargeting,Kategori,event_count_in_category,ad_set_status
45307,Det Betales,675,in stock,30. oktober,17,30. oktober,https://www.drammensteater.no/program/45307-det-betales/,https://cdn.tixly.com/no/tix/EventImages/Feature_45307.jpg,"['Hyllest','Pop','Rock']",499969,yes,Pop,6,ACTIVE
45307,Det Betales,675,in stock,30. oktober,17,30. oktober,https://www.drammensteater.no/program/45307-det-betales/,https://cdn.tixly.com/no/tix/EventImages/Feature_45307.jpg,"['Hyllest','Pop','Rock']",499969,yes,Rock,4,ACTIVE
48066,Trine Lise Olsen,485,in stock,30. oktober,18,30. oktober,https://www.drammensteater.no/program/48066-trine-lise-olsen/,https://cdn.tixly.com/no/tix/EventImages/Feature_48066.jpg,"['Standup','Lattermilde']",499969,yes,Standup,7,ACTIVE
48066,Trine Lise Olsen,485,in stock,30. oktober,18,30. oktober,https://www.drammensteater.no/program/48066-trine-lise-olsen/,https://cdn.tixly.com/no/tix/EventImages/Feature_48066.jpg,"['Standup','Lattermilde']",499969,yes,Lattermilde,12,ACTIVE
45048,Svanesjøen,580,in stock,31. oktober,19,31. oktober,https://www.drammensteater.no/program/45048-svanesjoen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45048.jpg,"['Dans','Kulturglade']",499969,yes,Dans,5,ACTIVE
45048,Svanesjøen,580,in stock,31. oktober,19,31. oktober,https://www.drammensteater.no/program/45048-svanesjoen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45048.jpg,"['Dans','Kulturglade']",499969,yes,Kulturglade,7,ACTIVE
45045,Nøtteknekkeren,580,in stock,1. november,20,1. november,https://www.drammensteater.no/program/45045-notteknekkeren/,https://cdn.tixly.com/no/tix/EventImages/Feature_45045.jpg,"['Dans','Kulturglade']",499969,yes,Dans,5,ACTIVE
45045,Nøtteknekkeren,580,in stock,1. november,20,1. november,https://www.drammensteater.no/program/45045-notteknekkeren/,https://cdn.tixly.com/no/tix/EventImages/Feature_45045.jpg,"['Dans','Kulturglade']",499969,yes,Kulturglade,7,ACTIVE
48492,Elvekompaniets impro,200,in stock,5. november,21,5. november,https://www.drammensteater.no/program/48492-elvekompaniets-impro/,https://cdn.tixly.com/no/tix/EventImages/Feature_48492.jpg,"['impro','Komedie','Lattermilde']",499969,yes,impro,1,PAUSED
48492,Elvekompaniets impro,200,in stock,5. november,21,5. november,https://www.drammensteater.no/program/48492-elvekompaniets-impro/,https://cdn.tixly.com/no/tix/EventImages/Feature_48492.jpg,"['impro','Komedie','Lattermilde']",499969,yes,Komedie,11,ACTIVE
48492,Elvekompaniets impro,200,in stock,5. november,21,5. november,https://www.drammensteater.no/program/48492-elvekompaniets-impro/,https://cdn.tixly.com/no/tix/EventImages/Feature_48492.jpg,"['impro','Komedie','Lattermilde']",499969,yes,Lattermilde,12,ACTIVE
48810,Cristina Branco,385,in stock,6. november,22,6. november,https://www.drammensteater.no/program/48810-cristina-branco/,https://cdn.tixly.com/no/tix/EventImages/Feature_48810.jpg,"['Fado','Interkultur']",499969,yes,Fado,1,PAUSED
48810,Cristina Branco,385,in stock,6. november,22,6. november,https://www.drammensteater.no/program/48810-cristina-branco/,https://cdn.tixly.com/no/tix/EventImages/Feature_48810.jpg,"['Fado','Interkultur']",499969,yes,Interkultur,1,PAUSED
43227,Viggo Venneløs,360,out of stock,7. november,23,7. november,https://www.drammensteater.no/program/43227-viggo-vennelos/,https://cdn.tixly.com/no/tix/EventImages/Feature_43227.jpg,"['Standup','Lattermilde']",499969,no,Standup,7,ACTIVE
43227,Viggo Venneløs,360,out of stock,7. november,23,7. november,https://www.drammensteater.no/program/43227-viggo-vennelos/,https://cdn.tixly.com/no/tix/EventImages/Feature_43227.jpg,"['Standup','Lattermilde']",499969,no,Lattermilde,12,ACTIVE
